,correct word,misspelled word,total edit distance,number of words with error,close change,changes
640,همراه داشته,همرا داشته,1.0,1.0,0.0,"[[1], []]"
641,همراه داشته,هماه داشته,1.0,1.0,1.0,"[[1], []]"
642,همراه داشته,همراه دحابته,2.0,1.0,0.0,"[[], [2, 0]]"
643,همراه داشته,همراه داشنتخه,2.0,1.0,1.0,"[[], [2, 2]]"
644,همراه داشته,همراه داه,2.0,2.0,0.0,"[[], [1, 1]]"
645,همراه داشته,همراه داشآحه,2.0,2.0,1.0,"[[], [0, 2]]"
646,همراه داشته,همراه درصشتجه,3.0,1.0,0.0,"[[], [0, 2, 2]]"
647,همراه داشته,همراه ذتاشتعه,3.0,1.0,1.0,"[[], [0, 2, 2]]"
648,همراه داشته,غامراه دضشته,3.0,2.0,0.0,"[[0, 2], [0]]"
649,همراه داشته,هماعه داشتح,3.0,2.0,1.0,"[[1, 2], [0]]"
650,اهمیت دارد,اهمیت دورد,1.0,1.0,0.0,"[[], [0]]"
651,اهمیت دارد,اهمیت ذدارد,1.0,1.0,1.0,"[[], [2]]"
652,اهمیت دارد,اهمیت داسو,2.0,1.0,0.0,"[[], [0, 0]]"
653,اهمیت دارد,اهمیت یاد,2.0,1.0,1.0,"[[], [0, 1]]"
654,اهمیت دارد,اهمیت داصر,2.0,2.0,0.0,"[[], [2, 1]]"
655,اهمیت دارد,اهمیا دار,2.0,2.0,1.0,"[[0], [1]]"
656,اهمیت دارد,اهمیت ذر,3.0,1.0,0.0,"[[], [1, 0, 1]]"
657,اهمیت دارد,اهنس دارد,3.0,1.0,1.0,"[[0, 0, 1], []]"
658,اهمیت دارد,اهمیت غاآرگد,3.0,2.0,0.0,"[[], [0, 2, 2]]"
659,اهمیت دارد,تهنمیت داری,3.0,2.0,1.0,"[[0, 2], [0]]"
660,پرداخت کند,پرداخت کذد,1.0,1.0,0.0,"[[], [0]]"
661,پرداخت کند,پداخت کند,1.0,1.0,1.0,"[[1], []]"
662,پرداخت کند,پردپات کند,2.0,1.0,0.0,"[[2, 1], []]"
663,پرداخت کند,پرداخت گنذ,2.0,1.0,1.0,"[[], [0, 0]]"
664,پرداخت کند,رداخت ذند,2.0,2.0,0.0,"[[1], [0]]"
665,پرداخت کند,پرداخت تد,2.0,2.0,1.0,"[[], [1, 0]]"
666,پرداخت کند,پرداخت غک,3.0,1.0,0.0,"[[], [2, 1, 1]]"
667,پرداخت کند,پذردخا کند,3.0,1.0,1.0,"[[2, 1, 0], []]"
668,پرداخت کند,پرداخت ثکبچد,3.0,2.0,0.0,"[[], [2, 0, 2]]"
669,پرداخت کند,پرداخت مکمنی,3.0,2.0,1.0,"[[], [2, 2, 0]]"
670,آمریکا علیه,ضآمریکا علیه,1.0,1.0,0.0,"[[2], []]"
671,آمریکا علیه,آمریکا علیخ,1.0,1.0,1.0,"[[], [0]]"
672,آمریکا علیه,آمروک علیه,2.0,1.0,0.0,"[[0, 1], []]"
673,آمریکا علیه,آریک علیه,2.0,1.0,1.0,"[[1, 1], []]"
674,آمریکا علیه,آریک علیه,2.0,2.0,0.0,"[[1, 1], []]"
675,آمریکا علیه,آمریکا علبیخه,2.0,2.0,1.0,"[[], [2, 2]]"
676,آمریکا علیه,آموکشکا علیه,3.0,1.0,0.0,"[[0, 0, 2], []]"
677,آمریکا علیه,تمیما علیه,3.0,1.0,1.0,"[[0, 1, 0], []]"
678,آمریکا علیه,مرک علیه,3.0,2.0,0.0,"[[1, 1, 1], []]"
679,آمریکا علیه,آریکا عبلسه,3.0,2.0,1.0,"[[1], [2, 0]]"
680,قهرمانان آسیا,قهرمانان آسیسا,1.0,1.0,0.0,"[[], [2]]"
681,قهرمانان آسیا,قهرماتنان آسیا,1.0,1.0,1.0,"[[2], []]"
682,قهرمانان آسیا,قهراان آسیا,2.0,1.0,0.0,"[[1, 1], []]"
683,قهرمانان آسیا,قهرنمانتن آسیا,2.0,1.0,1.0,"[[2, 0], []]"
684,قهرمانان آسیا,قهرماناقن آسیخا,2.0,2.0,0.0,"[[2], [2]]"
685,قهرمانان آسیا,قهملانان آسیا,2.0,2.0,1.0,"[[1, 2], []]"
686,قهرمانان آسیا,قهراخژان آسیا,3.0,1.0,0.0,"[[1, 0, 2], []]"
687,قهرمانان آسیا,قهذمانلامن آسیا,3.0,1.0,1.0,"[[0, 2, 2], []]"
688,قهرمانان آسیا,قهژماننن آسایا,3.0,2.0,0.0,"[[0, 0], [2]]"
689,قهرمانان آسیا,قهملنان تسیا,3.0,2.0,1.0,"[[1, 0], [0]]"
690,داده می‌شود,داده ی‌شود,1.0,1.0,0.0,"[[], [1]]"
691,داده می‌شود,داده کمی‌شود,1.0,1.0,1.0,"[[], [2]]"
692,داده می‌شود,داده ی‌شجود,2.0,1.0,0.0,"[[], [1, 2]]"
693,داده می‌شود,داده ب‌شود,2.0,1.0,1.0,"[[], [1, 0]]"
694,داده می‌شود,عاحده می‌شود,2.0,2.0,0.0,"[[0, 2], []]"
695,داده می‌شود,داده مب‌سشود,2.0,2.0,1.0,"[[], [0, 2]]"
696,داده می‌شود,کا می‌شود,3.0,1.0,0.0,"[[0, 1, 1], []]"
697,داده می‌شود,دتذعه می‌شود,3.0,1.0,1.0,"[[0, 0, 2], []]"
698,داده می‌شود,جده می‌شوم,3.0,2.0,0.0,"[[0, 1], [0]]"
699,داده می‌شود,داذدخ می‌شوی,3.0,2.0,1.0,"[[2, 0], [0]]"
700,ادامه یافت,ادامه افت,1.0,1.0,0.0,"[[], [1]]"
701,ادامه یافت,ادامه یات,1.0,1.0,1.0,"[[], [1]]"
702,ادامه یافت,ادذم یافت,2.0,1.0,0.0,"[[0, 1], []]"
703,ادامه یافت,ادامه یتاغت,2.0,1.0,1.0,"[[], [2, 0]]"
704,ادامه یافت,ادامه یکاشفت,2.0,2.0,0.0,"[[], [2, 2]]"
705,ادامه یافت,لدامه یاف,2.0,2.0,1.0,"[[0], [1]]"
706,ادامه یافت,شارمه یافت,3.0,1.0,0.0,"[[2, 0, 1], []]"
707,ادامه یافت,ایدتامحه یافت,3.0,1.0,1.0,"[[2, 2, 2], []]"
708,ادامه یافت,ادامژه اگت,3.0,2.0,0.0,"[[2], [1, 0]]"
709,ادامه یافت,ادلامه افط,3.0,2.0,1.0,"[[2], [1, 0]]"
710,آژانس بین‌المللی,آژانس بین‌ادلمللی,1.0,1.0,0.0,"[[], [2]]"
711,آژانس بین‌المللی,آژتنس بین‌المللی,1.0,1.0,1.0,"[[0], []]"
712,آژانس بین‌المللی,آژانس بین‌المعل,2.0,1.0,0.0,"[[], [0, 1]]"
713,آژانس بین‌المللی,آژانس بین‌لنللی,2.0,1.0,1.0,"[[], [1, 0]]"
714,آژانس بین‌المللی,آژنس بین‌المللض,2.0,2.0,0.0,"[[1], [0]]"
715,آژانس بین‌المللی,آژانی بیتن‌المللی,2.0,2.0,1.0,"[[0], [2]]"
716,آژانس بین‌المللی,آژانس بین‌قللی,3.0,1.0,0.0,"[[], [1, 1, 0]]"
717,آژانس بین‌المللی,تآطژاس بین‌المللی,3.0,1.0,1.0,"[[2, 2, 1], []]"
718,آژانس بین‌المللی,آآژانس بین‌اغلمللغ,3.0,2.0,0.0,"[[2], [2, 0]]"
719,آژانس بین‌المللی,آژانس بین‌لمل,3.0,2.0,1.0,"[[], [1, 1, 1]]"
720,آمریکا نیز,آمرکا نیز,1.0,1.0,0.0,"[[1], []]"
721,آمریکا نیز,آمریکا نبیز,1.0,1.0,1.0,"[[], [2]]"
722,آمریکا نیز,آمریکا نقی,2.0,1.0,0.0,"[[], [2, 1]]"
723,آمریکا نیز,آنریکتا نیز,2.0,1.0,1.0,"[[0, 2], []]"
724,آمریکا نیز,آمیذا نیز,2.0,2.0,0.0,"[[1, 0], []]"
725,آمریکا نیز,آکمریمکا نیز,2.0,2.0,1.0,"[[2, 2], []]"
726,آمریکا نیز,آرمجیهکا نیز,3.0,1.0,0.0,"[[2, 0, 2], []]"
727,آمریکا نیز,آمیمتا نیز,3.0,1.0,1.0,"[[1, 0, 2], []]"
728,آمریکا نیز,رشیکا نیز,3.0,2.0,0.0,"[[1, 0, 0], []]"
729,آمریکا نیز,آکمریکا مسیز,3.0,2.0,1.0,"[[2], [0, 2]]"
730,واکسن کرونا,واکقن کرونا,1.0,1.0,0.0,"[[0], []]"
731,واکسن کرونا,واکسن رونا,1.0,1.0,1.0,"[[], [1]]"
732,واکسن کرونا,واکسن کنرونغ,2.0,1.0,0.0,"[[], [2, 0]]"
733,واکسن کرونا,دواسن کرونا,2.0,1.0,1.0,"[[2, 1], []]"
734,واکسن کرونا,واکسن کروره,2.0,2.0,0.0,"[[], [0, 0]]"
735,واکسن کرونا,واکشسن کروما,2.0,2.0,1.0,"[[2], [0]]"
736,واکسن کرونا,وکطفن کرونا,3.0,1.0,0.0,"[[1, 0, 2], []]"
737,واکسن کرونا,دواین کرونا,3.0,1.0,1.0,"[[2, 1, 0], []]"
738,واکسن کرونا,گواکثو کرونا,3.0,2.0,0.0,"[[2, 0, 0], []]"
739,واکسن کرونا,داکشسن کذونا,3.0,2.0,1.0,"[[0, 2], [0]]"
740,مجلس نیز,جلس نیز,1.0,1.0,0.0,"[[1], []]"
741,مجلس نیز,مچجلس نیز,1.0,1.0,1.0,"[[2], []]"
742,مجلس نیز,مجلس نصتز,2.0,1.0,0.0,"[[], [0, 2]]"
743,مجلس نیز,کمحلس نیز,2.0,1.0,1.0,"[[2, 0], []]"
744,مجلس نیز,مجچس نیعز,2.0,2.0,0.0,"[[0], [2]]"
745,مجلس نیز,مجس نی,2.0,2.0,1.0,"[[1], [1]]"
746,مجلس نیز,مجلس ر,3.0,1.0,0.0,"[[], [0, 1, 1]]"
747,مجلس نیز,کمجآی نیز,3.0,1.0,1.0,"[[2, 0, 0], []]"
748,مجلس نیز,مجلس آخپ,3.0,2.0,0.0,"[[], [0, 0, 0]]"
749,مجلس نیز,مجلس بض,3.0,2.0,1.0,"[[], [1, 0, 0]]"
750,دولت ترامپ,آولت ترامپ,1.0,1.0,0.0,"[[0], []]"
751,دولت ترامپ,یولت ترامپ,1.0,1.0,1.0,"[[0], []]"
752,دولت ترامپ,دوغلکت ترامپ,2.0,1.0,0.0,"[[2, 2], []]"
753,دولت ترامپ,ذدوت ترامپ,2.0,1.0,1.0,"[[2, 1], []]"
754,دولت ترامپ,ضدولت تراممپ,2.0,2.0,0.0,"[[2], [2]]"
755,دولت ترامپ,دولت نترلمپ,2.0,2.0,1.0,"[[], [2, 0]]"
756,دولت ترامپ,پدوشل ترامپ,3.0,1.0,0.0,"[[2, 2, 1], []]"
757,دولت ترامپ,دولت ذامچپ,3.0,1.0,1.0,"[[], [1, 0, 2]]"
758,دولت ترامپ,دوز تنامپ,3.0,2.0,0.0,"[[1, 0], [0]]"
759,دولت ترامپ,ددوالآ ترامپ,3.0,2.0,1.0,"[[2, 2, 0], []]"
760,فرمان امام,درمان امام,1.0,1.0,0.0,"[[0], []]"
761,فرمان امام,فرمان امتام,1.0,1.0,1.0,"[[], [2]]"
762,فرمان امام,فرمان اذمظم,2.0,1.0,0.0,"[[], [2, 0]]"
763,فرمان امام,فرمان اکلام,2.0,1.0,1.0,"[[], [0, 2]]"
764,فرمان امام,رماد امام,2.0,2.0,0.0,"[[1, 0], []]"
765,فرمان امام,غفرمتن امام,2.0,2.0,1.0,"[[2, 0], []]"
766,فرمان امام,فرمان اهمچعم,3.0,1.0,0.0,"[[], [2, 0, 2]]"
767,فرمان امام,فرمان تکماکم,3.0,1.0,1.0,"[[], [0, 2, 2]]"
768,فرمان امام,عفرمازن اماز,3.0,2.0,0.0,"[[2, 2], [0]]"
769,فرمان امام,غرنمن امام,3.0,2.0,1.0,"[[0, 2, 1], []]"
770,خروج آمریکا,خروج آمرکا,1.0,1.0,0.0,"[[], [1]]"
771,خروج آمریکا,خروج مریکا,1.0,1.0,1.0,"[[], [1]]"
772,خروج آمریکا,خروج آمرظیکز,2.0,1.0,0.0,"[[], [2, 0]]"
773,خروج آمریکا,هخرو آمریکا,2.0,1.0,1.0,"[[2, 1], []]"
774,خروج آمریکا,خفطج آمریکا,2.0,2.0,0.0,"[[0, 0], []]"
775,خروج آمریکا,خذوج آمزریکا,2.0,2.0,1.0,"[[0], [2]]"
776,خروج آمریکا,فر آمریکا,3.0,1.0,0.0,"[[0, 1, 1], []]"
777,خروج آمریکا,خروج آنمرسگا,3.0,1.0,1.0,"[[], [2, 0, 0]]"
778,خروج آمریکا,خروج آیکبا,3.0,2.0,0.0,"[[], [1, 1, 2]]"
779,خروج آمریکا,خروج مزیا,3.0,2.0,1.0,"[[], [1, 0, 1]]"
780,حضرت زهرا,حضرت زهرخ,1.0,1.0,0.0,"[[], [0]]"
781,حضرت زهرا,حضذت زهرا,1.0,1.0,1.0,"[[0], []]"
782,حضرت زهرا,حضرت هزهکرا,2.0,1.0,0.0,"[[], [2, 2]]"
783,حضرت زهرا,حضرت رزعرا,2.0,1.0,1.0,"[[], [2, 0]]"
784,حضرت زهرا,حضرت زهثرق,2.0,2.0,0.0,"[[], [2, 0]]"
785,حضرت زهرا,ذرت زهرا,2.0,2.0,1.0,"[[1, 0], []]"
786,حضرت زهرا,حضرت ضرص,3.0,1.0,0.0,"[[], [1, 0, 0]]"
787,حضرت زهرا,حضرت ر,3.0,1.0,1.0,"[[], [1, 1, 1]]"
788,حضرت زهرا,حضرت تهفرصا,3.0,2.0,0.0,"[[], [0, 2, 2]]"
789,حضرت زهرا,حضرت ذه,3.0,2.0,1.0,"[[], [0, 1, 1]]"
790,یاد می‌شود,یاحد می‌شود,1.0,1.0,0.0,"[[2], []]"
791,یاد می‌شود,یاد نی‌شود,1.0,1.0,1.0,"[[], [0]]"
792,یاد می‌شود,اود می‌شود,2.0,1.0,0.0,"[[1, 2], []]"
793,یاد می‌شود,یاد می‌شدو,2.0,1.0,1.0,"[[], [2, 1]]"
794,یاد می‌شود,یا می‌شوک,2.0,2.0,0.0,"[[1], [0]]"
795,یاد می‌شود,یای کمی‌شود,2.0,2.0,1.0,"[[0], [2]]"
796,یاد می‌شود,یاد شمکی‌لود,3.0,1.0,0.0,"[[], [2, 2, 0]]"
797,یاد می‌شود,یاد کمبی‌سود,3.0,1.0,1.0,"[[], [2, 2, 0]]"
798,یاد می‌شود,اد می‌ضشد,3.0,2.0,0.0,"[[1], [2, 1]]"
799,یاد می‌شود,یا مسی‌شو,3.0,2.0,1.0,"[[1], [2, 1]]"
800,عادی‌سازی روابط,عادی‌لسازی روابط,1.0,1.0,0.0,"[[2], []]"
801,عادی‌سازی روابط,عادی‌سازی ذوابط,1.0,1.0,1.0,"[[], [0]]"
802,عادی‌سازی روابط,عنای‌سازی روابط,2.0,1.0,0.0,"[[2, 1], []]"
803,عادی‌سازی روابط,عادی‌یسزی روابط,2.0,1.0,1.0,"[[2, 1], []]"
804,عادی‌سازی روابط,ادی‌سازی روابو,2.0,2.0,0.0,"[[1], [0]]"
805,عادی‌سازی روابط,غعادی‌سازسی روابط,2.0,2.0,1.0,"[[2, 2], []]"
806,عادی‌سازی روابط,عثاعی‌سمازی روابط,3.0,1.0,0.0,"[[2, 0, 2], []]"
807,عادی‌سازی روابط,عدی‌از روابط,3.0,1.0,1.0,"[[1, 1, 1], []]"
808,عادی‌سازی روابط,عیادی‌سازی پابط,3.0,2.0,0.0,"[[2], [0, 1]]"
809,عادی‌سازی روابط,ادی‌ستازی روبط,3.0,2.0,1.0,"[[1, 2], [1]]"
810,کوتاه مدت,کوتقاه مدت,1.0,1.0,0.0,"[[2], []]"
811,کوتاه مدت,کوتا مدت,1.0,1.0,1.0,"[[1], []]"
812,کوتاه مدت,ضکسوتاه مدت,2.0,1.0,0.0,"[[2, 2], []]"
813,کوتاه مدت,کونتله مدت,2.0,1.0,1.0,"[[2, 0], []]"
814,کوتاه مدت,کوتاه مفد,2.0,2.0,0.0,"[[], [2, 1]]"
815,کوتاه مدت,کوتاه مذدات,2.0,2.0,1.0,"[[], [2, 2]]"
816,کوتاه مدت,شکواغ مدت,3.0,1.0,0.0,"[[2, 1, 0], []]"
817,کوتاه مدت,موآتله مدت,3.0,1.0,1.0,"[[0, 2, 0], []]"
818,کوتاه مدت,کوتاه طگ,3.0,2.0,0.0,"[[], [0, 1, 0]]"
819,کوتاه مدت,کتته مدنت,3.0,2.0,1.0,"[[1, 0], [2]]"
820,ملی نفت,خلی نفت,1.0,1.0,0.0,"[[0], []]"
821,ملی نفت,لی نفت,1.0,1.0,1.0,"[[1], []]"
822,ملی نفت,مم نفت,2.0,1.0,0.0,"[[0, 1], []]"
823,ملی نفت,لبی نفت,2.0,1.0,1.0,"[[1, 2], []]"
824,ملی نفت,ملی ن,2.0,2.0,0.0,"[[], [1, 1]]"
825,ملی نفت,ملی نغ,2.0,2.0,1.0,"[[], [0, 1]]"
826,ملی نفت,سط نفت,3.0,1.0,0.0,"[[0, 0, 1], []]"
827,ملی نفت,ملی تقآ,3.0,1.0,1.0,"[[], [0, 0, 0]]"
828,ملی نفت,و نفت,3.0,2.0,0.0,"[[0, 1, 1], []]"
829,ملی نفت,مس نفطت,3.0,2.0,1.0,"[[1, 0], [2]]"
830,نظام اقتصادی,نظجام اقتصادی,1.0,1.0,0.0,"[[2], []]"
831,نظام اقتصادی,ظام اقتصادی,1.0,1.0,1.0,"[[1], []]"
832,نظام اقتصادی,نظام اقتذصای,2.0,1.0,0.0,"[[], [2, 1]]"
833,نظام اقتصادی,نظام افتصادبی,2.0,1.0,1.0,"[[], [0, 2]]"
834,نظام اقتصادی,طنرام اقتصادی,2.0,2.0,0.0,"[[2, 0], []]"
835,نظام اقتصادی,ظاکم اقتصادی,2.0,2.0,1.0,"[[1, 2], []]"
836,نظام اقتصادی,نژو اقتصادی,3.0,1.0,0.0,"[[1, 0, 0], []]"
837,نظام اقتصادی,نطظتاک اقتصادی,3.0,1.0,1.0,"[[2, 2, 0], []]"
838,نظام اقتصادی,جظداآ اقتصادی,3.0,2.0,0.0,"[[0, 2, 0], []]"
839,نظام اقتصادی,نزک اقتصادی,3.0,2.0,1.0,"[[0, 1, 0], []]"
840,برگزاری مسابقات,برگزاری مسثابقات,1.0,1.0,0.0,"[[], [2]]"
841,برگزاری مسابقات,برگزاری مسابقا,1.0,1.0,1.0,"[[], [1]]"
842,برگزاری مسابقات,جبرگزآاری مسابقات,2.0,1.0,0.0,"[[2, 2], []]"
843,برگزاری مسابقات,برگزاری مساقانت,2.0,1.0,1.0,"[[], [1, 2]]"
844,برگزاری مسابقات,برگصاری مپابقات,2.0,2.0,0.0,"[[0], [0]]"
845,برگزاری مسابقات,برگزا مسابقات,2.0,2.0,1.0,"[[1, 1], []]"
846,برگزاری مسابقات,بارگزهوری مسابقات,3.0,1.0,0.0,"[[2, 0, 2], []]"
847,برگزاری مسابقات,برگزاری میستبقاات,3.0,1.0,1.0,"[[], [2, 0, 2]]"
848,برگزاری مسابقات,بگقزار مسابقات,3.0,2.0,0.0,"[[1, 2, 1], []]"
849,برگزاری مسابقات,برگضزازی مسلابقات,3.0,2.0,1.0,"[[2, 0], [2]]"
850,اما هر,اما تر,1.0,1.0,0.0,"[[], [0]]"
851,اما هر,امت هر,1.0,1.0,1.0,"[[0], []]"
852,اما هر,ایط هر,2.0,1.0,0.0,"[[0, 0], []]"
853,اما هر,تنا هر,2.0,1.0,1.0,"[[0, 0], []]"
854,اما هر,اما لهثر,2.0,2.0,0.0,"[[], [2, 2]]"
855,اما هر,اما ,2.0,2.0,1.0,"[[], [1, 1]]"
856,اما هر,طاگمر هر,3.0,1.0,0.0,"[[2, 2, 0], []]"
857,اما هر,ت هر,3.0,1.0,1.0,"[[0, 1, 1], []]"
858,اما هر,ط هر,3.0,2.0,0.0,"[[0, 1, 1], []]"
859,یا حتی,ی حتی,1.0,1.0,0.0,"[[1], []]"
860,یا حتی,یا هتی,1.0,1.0,1.0,"[[], [0]]"
861,یا حتی,یا ضحرتی,2.0,1.0,0.0,"[[], [2, 2]]"
862,یا حتی,یا جحی,2.0,1.0,1.0,"[[], [2, 1]]"
863,یا حتی,ی حت,2.0,2.0,0.0,"[[1], [1]]"
864,یا حتی,یا تس,2.0,2.0,1.0,"[[], [1, 0]]"
865,یا حتی,ژیا ح,3.0,2.0,0.0,"[[2], [1, 1]]"
866,سازمان نظام,سرازمان نظام,1.0,1.0,0.0,"[[2], []]"
867,سازمان نظام,شازمان نظام,1.0,1.0,1.0,"[[0], []]"
868,سازمان نظام,سازن نظام,2.0,1.0,0.0,"[[1, 1], []]"
869,سازمان نظام,سلزنمان نظام,2.0,1.0,1.0,"[[0, 2], []]"
870,سازمان نظام,سازمان نم,2.0,2.0,0.0,"[[], [1, 1]]"
871,سازمان نظام,شارزمان نظام,2.0,2.0,1.0,"[[0, 2], []]"
872,سازمان نظام,سزدمسن نظام,3.0,1.0,0.0,"[[1, 2, 0], []]"
873,سازمان نظام,سزمتام نظام,3.0,1.0,1.0,"[[1, 2, 0], []]"
874,سازمان نظام,سازتان گظا,3.0,2.0,0.0,"[[0], [0, 1]]"
875,سازمان نظام,سازمان مذظتام,3.0,2.0,1.0,"[[], [0, 2, 2]]"
876,دیگر کشورهای,دیگر نشورهای,1.0,1.0,0.0,"[[], [0]]"
877,دیگر کشورهای,دیگر کشورها,1.0,1.0,1.0,"[[], [1]]"
878,دیگر کشورهای,یگنر کشورهای,2.0,1.0,0.0,"[[1, 2], []]"
879,دیگر کشورهای,دیگر کشدذهای,2.0,1.0,1.0,"[[], [0, 0]]"
880,دیگر کشورهای,سیگر کشورهاآی,2.0,2.0,0.0,"[[0], [2]]"
881,دیگر کشورهای,دیز کشورهای,2.0,2.0,1.0,"[[1, 0], []]"
882,دیگر کشورهای,گ کشورهای,3.0,1.0,0.0,"[[1, 1, 1], []]"
883,دیگر کشورهای,دیگر کسوهی,3.0,1.0,1.0,"[[], [0, 1, 1]]"
884,دیگر کشورهای,دیگر ضشوثچای,3.0,2.0,0.0,"[[], [0, 0, 0]]"
885,دیگر کشورهای,ذبیکر کشورهای,3.0,2.0,1.0,"[[0, 2, 0], []]"
886,تاکید کرده,تازید کرده,1.0,1.0,0.0,"[[0], []]"
887,تاکید کرده,تکید کرده,1.0,1.0,1.0,"[[1], []]"
888,تاکید کرده,ثجاکید کرده,2.0,1.0,0.0,"[[0, 2], []]"
889,تاکید کرده,تایذ کرده,2.0,1.0,1.0,"[[1, 0], []]"
890,تاکید کرده,تاکید کدطه,2.0,2.0,0.0,"[[], [1, 2]]"
891,تاکید کرده,تاکید کزه,2.0,2.0,1.0,"[[], [0, 1]]"
892,تاکید کرده,توازد کرده,3.0,1.0,0.0,"[[2, 1, 0], []]"
893,تاکید کرده,تاکید کذریخ,3.0,1.0,1.0,"[[], [2, 0, 0]]"
894,تاکید کرده,اخکید کرحده,3.0,2.0,0.0,"[[1, 2], [2]]"
895,تاکید کرده,ناگکسید کرده,3.0,2.0,1.0,"[[0, 2, 2], []]"
896,بشکه نفت,بشکگه نفت,1.0,1.0,0.0,"[[2], []]"
897,بشکه نفت,بشک نفت,1.0,1.0,1.0,"[[1], []]"
898,بشکه نفت,بثشه نفت,2.0,1.0,0.0,"[[2, 1], []]"
899,بشکه نفت,بشمکع نفت,2.0,1.0,1.0,"[[2, 0], []]"
900,بشکه نفت,بشکض نت,2.0,2.0,0.0,"[[0], [1]]"
901,بشکه نفت,بشگکه مفت,2.0,2.0,1.0,"[[2], [0]]"
902,بشکه نفت,بشکه منغ,3.0,1.0,1.0,"[[], [2, 0, 1]]"
903,بشکه نفت,بشکه رنشفی,3.0,2.0,0.0,"[[], [2, 2, 0]]"
904,بشکه نفت,بشکه منغف,3.0,2.0,1.0,"[[], [2, 2, 1]]"
905,بیان این‌که,بقیان این‌که,1.0,1.0,0.0,"[[2], []]"
906,بیان این‌که,بیان ای‌که,1.0,1.0,1.0,"[[], [1]]"
907,بیان این‌که,بن این‌که,2.0,1.0,0.0,"[[1, 1], []]"
908,بیان این‌که,لان این‌که,2.0,1.0,1.0,"[[0, 1], []]"
909,بیان این‌که,بیان ایا‌کظه,2.0,2.0,0.0,"[[], [0, 2]]"
910,بیان این‌که,لبان این‌که,2.0,2.0,1.0,"[[2, 1], []]"
911,بیان این‌که,بیان اژن‌سذ,3.0,1.0,0.0,"[[], [0, 0, 0]]"
912,بیان این‌که,یبیتا این‌که,3.0,1.0,1.0,"[[2, 2, 1], []]"
913,بیان این‌که,بیان زیبن‌کچ,3.0,2.0,0.0,"[[], [0, 2, 0]]"
914,بیان این‌که,یان ابمن‌که,3.0,2.0,1.0,"[[1], [0, 2]]"
915,دولت قبل,رولت قبل,1.0,1.0,0.0,"[[0], []]"
916,دولت قبل,دولت قیل,1.0,1.0,1.0,"[[], [0]]"
917,دولت قبل,دولت کل,2.0,1.0,0.0,"[[], [0, 1]]"
918,دولت قبل,دوآلآ قبل,2.0,1.0,1.0,"[[2, 0], []]"
919,دولت قبل,دقولل قبل,2.0,2.0,0.0,"[[2, 0], []]"
920,دولت قبل,ددلت قیل,2.0,2.0,1.0,"[[0], [0]]"
921,دولت قبل,ژت قبل,3.0,1.0,0.0,"[[0, 1, 1], []]"
922,دولت قبل,دولت فیبآ,3.0,1.0,1.0,"[[], [0, 2, 0]]"
923,دولت قبل,گدوجت بل,3.0,2.0,0.0,"[[2, 0], [1]]"
924,دولت قبل,ددبلت فقبل,3.0,2.0,1.0,"[[0, 2], [2]]"
925,ارتش آمریکا,ررتش آمریکا,1.0,1.0,0.0,"[[0], []]"
926,ارتش آمریکا,ارتش آمیکا,1.0,1.0,1.0,"[[], [1]]"
927,ارتش آمریکا,رسش آمریکا,2.0,1.0,0.0,"[[1, 0], []]"
928,ارتش آمریکا,ارتش آریا,2.0,1.0,1.0,"[[], [1, 1]]"
929,ارتش آمریکا,ار آمریکا,2.0,2.0,0.0,"[[1, 1], []]"
930,ارتش آمریکا,لتش آمریکا,2.0,2.0,1.0,"[[0, 1], []]"
931,ارتش آمریکا,ررجرش آمریکا,3.0,1.0,0.0,"[[0, 0, 2], []]"
932,ارتش آمریکا,ارتش تآمربگا,3.0,1.0,1.0,"[[], [2, 0, 0]]"
933,ارتش آمریکا,ارتش قآمکیکژ,3.0,2.0,0.0,"[[], [2, 0, 0]]"
934,ارتش آمریکا,ارتش آمزرسمکا,3.0,2.0,1.0,"[[], [2, 0, 2]]"
935,ما نباید,ما نچباید,1.0,1.0,0.0,"[[], [2]]"
936,ما نباید,مل نباید,1.0,1.0,1.0,"[[0], []]"
937,ما نباید,صه نباید,2.0,1.0,0.0,"[[0, 0], []]"
938,ما نباید,نمتا نباید,2.0,1.0,1.0,"[[2, 2], []]"
939,ما نباید,ما باجید,2.0,2.0,0.0,"[[], [1, 2]]"
940,ما نباید,ما نبابی,2.0,2.0,1.0,"[[], [0, 0]]"
941,ما نباید,ع نبژاید,3.0,2.0,0.0,"[[1, 0], [2]]"
942,اعلام می‌کنند,اعلام می‌اکنند,1.0,1.0,0.0,"[[], [2]]"
943,اعلام می‌کنند,اعللم می‌کنند,1.0,1.0,1.0,"[[0], []]"
944,اعلام می‌کنند,ابعام می‌کنند,2.0,1.0,0.0,"[[2, 1], []]"
945,اعلام می‌کنند,تلام می‌کنند,2.0,1.0,1.0,"[[0, 1], []]"
946,اعلام می‌کنند,اعلام ی‌کننچد,2.0,2.0,0.0,"[[], [1, 2]]"
947,اعلام می‌کنند,الام می‌نند,2.0,2.0,1.0,"[[1], [1]]"
948,اعلام می‌کنند,اعلام مچ‌کغد,3.0,1.0,0.0,"[[], [0, 0, 1]]"
949,اعلام می‌کنند,عم می‌کنند,3.0,1.0,1.0,"[[1, 1, 1], []]"
950,اعلام می‌کنند,اعلام مثی‌کژننشد,3.0,2.0,0.0,"[[], [2, 2, 2]]"
