,correct word,misspelled word,total edit distance,number of words with error,close change,changes,none word
1481,سرمربی سابق تیم ملی,سرچربی سابق تیم ملی,1.0,1.0,0.0,"[[0], [], [], []]",True
1482,سرمربی سابق تیم ملی,سرمربی ابق تیم ملی,1.0,1.0,1.0,"[[], [1], [], []]",False
1483,سرمربی سابق تیم ملی,سرمربی اق تیم ملی,2.0,1.0,0.0,"[[], [1, 1], [], []]",False
1484,سرمربی سابق تیم ملی,سزرمریی سابق تیم ملی,2.0,1.0,1.0,"[[2, 0], [], [], []]",True
1485,سرمربی سابق تیم ملی,سرربی سابق تیم لی,2.0,2.0,0.0,"[[1], [], [], [1]]",True
1486,سرمربی سابق تیم ملی,سرمربی سلابق تیک ملی,2.0,2.0,1.0,"[[], [2], [0], []]",True
1487,سرمربی سابق تیم ملی,سرمربی سابق رایا ملی,3.0,1.0,0.0,"[[], [], [0, 2, 0], []]",False
1488,سرمربی سابق تیم ملی,یزرمریبی سابق تیم ملی,3.0,1.0,1.0,"[[0, 2, 2], [], [], []]",True
1489,سرمربی سابق تیم ملی,سرمربی سات تیآم ملی,3.0,2.0,0.0,"[[], [0, 1], [2], []]",True
1490,سرمربی سابق تیم ملی,سرمربی سابق تینم نبی,3.0,2.0,1.0,"[[], [], [2], [0, 0]]",True
1491,دکتر سید ابراهیم رییسی,دکت سید ابراهیم رییسی,1.0,1.0,0.0,"[[1], [], [], []]",True
1492,دکتر سید ابراهیم رییسی,دتر سید ابراهیم رییسی,1.0,1.0,1.0,"[[1], [], [], []]",False
1493,دکتر سید ابراهیم رییسی,دکتر سید ابراهایص رییسی,2.0,1.0,0.0,"[[], [], [2, 0], []]",True
1494,دکتر سید ابراهیم رییسی,دتز سید ابراهیم رییسی,2.0,1.0,1.0,"[[1, 0], [], [], []]",True
1495,دکتر سید ابراهیم رییسی,دکتر اسید ابراهیم رییی,2.0,2.0,0.0,"[[], [2], [], [1]]",True
1496,دکتر سید ابراهیم رییسی,دکتر شید ابراهیم ذرییسی,2.0,2.0,1.0,"[[], [0], [], [2]]",True
1497,دکتر سید ابراهیم رییسی,دکتر سید اغبرهیظ رییسی,3.0,1.0,0.0,"[[], [], [2, 1, 0], []]",True
1498,دکتر سید ابراهیم رییسی,دکتر  ابراهیم رییسی,3.0,1.0,1.0,"[[], [1, 1, 1], [], []]",False
1499,دکتر سید ابراهیم رییسی,دکتر سید ابرایم ییسح,3.0,2.0,0.0,"[[], [], [1], [1, 0]]",True
1500,دکتر سید ابراهیم رییسی,دکتر سی ابراهیم ریس,3.0,2.0,1.0,"[[], [1], [], [1, 1]]",False
1501,وزیر خارجه وقت آمریکا,وزچیر خارجه وقت آمریکا,1.0,1.0,0.0,"[[2], [], [], []]",True
1502,وزیر خارجه وقت آمریکا,وزیر خاذجه وقت آمریکا,1.0,1.0,1.0,"[[], [0], [], []]",True
1503,وزیر خارجه وقت آمریکا,وزیر تصارجه وقت آمریکا,2.0,1.0,0.0,"[[], [0, 2], [], []]",True
1504,وزیر خارجه وقت آمریکا,وزیر خارجه دوق آمریکا,2.0,1.0,1.0,"[[], [], [2, 1], []]",True
1505,وزیر خارجه وقت آمریکا,ثزیر خارجه وقت آمرکا,2.0,2.0,0.0,"[[0], [], [], [1]]",True
1506,وزیر خارجه وقت آمریکا,وزی خارجه وقط آمریکا,2.0,2.0,1.0,"[[1], [], [0], []]",True
1507,وزیر خارجه وقت آمریکا,وزیر ژاج وقت آمریکا,3.0,1.0,0.0,"[[], [0, 1, 1], [], []]",True
1508,وزیر خارجه وقت آمریکا,وزیر خارجه دغقات آمریکا,3.0,1.0,1.0,"[[], [], [0, 2, 2], []]",True
1509,وزیر خارجه وقت آمریکا,وژیب خارجه وقذ آمریکا,3.0,2.0,0.0,"[[0, 0], [], [0], []]",True
1510,وزیر خارجه وقت آمریکا,وذزر خارجه وقنت آمریکا,3.0,2.0,1.0,"[[2, 1], [], [2], []]",True
1511,جلسه علنی مجلس شورای,جلسه علنی ملس شورای,1.0,1.0,0.0,"[[], [], [1], []]",False
1512,جلسه علنی مجلس شورای,جلسه عالنی مجلس شورای,1.0,1.0,1.0,"[[], [2], [], []]",True
1513,جلسه علنی مجلس شورای,جلسه عخلآی مجلس شورای,2.0,1.0,0.0,"[[], [2, 0], [], []]",True
1514,جلسه علنی مجلس شورای,جلسه علنی مجلس سورا,2.0,1.0,1.0,"[[], [], [], [0, 1]]",False
1515,جلسه علنی مجلس شورای,جلسقه علنض مجلس شورای,2.0,2.0,0.0,"[[2], [0], [], []]",True
1516,جلسه علنی مجلس شورای,جآلسه علن مجلس شورای,2.0,2.0,1.0,"[[2], [1], [], []]",True
1517,جلسه علنی مجلس شورای,جلسه علنی قاجس شورای,3.0,1.0,0.0,"[[], [], [0, 2, 1], []]",True
1518,جلسه علنی مجلس شورای,جلسه لب مجلس شورای,3.0,1.0,1.0,"[[], [1, 1, 0], [], []]",False
1519,جلسه علنی مجلس شورای,جلسظه حعنی مجلس شورای,3.0,2.0,0.0,"[[2], [2, 1], [], []]",True
1520,جلسه علنی مجلس شورای,جبه علنی مجلس شدورای,3.0,2.0,1.0,"[[0, 1], [], [], [2]]",True
1521,مدیرعامل شرکت واحد اتوبوسرانی,مدیرعامل شرکت واحد اتوبوسراآی,1.0,1.0,0.0,"[[], [], [], [0]]",True
1522,مدیرعامل شرکت واحد اتوبوسرانی,مدیرعامل شرکت واحد اتوبوسزانی,1.0,1.0,1.0,"[[], [], [], [0]]",True
1523,مدیرعامل شرکت واحد اتوبوسرانی,مدیرعامل شرکت پحد اتوبوسرانی,2.0,1.0,0.0,"[[], [], [0, 1], []]",True
1524,مدیرعامل شرکت واحد اتوبوسرانی,مدرهامل شرکت واحد اتوبوسرانی,2.0,1.0,1.0,"[[1, 0], [], [], []]",True
1525,مدیرعامل شرکت واحد اتوبوسرانی,مدیرعامل شرفت واح اتوبوسرانی,2.0,2.0,0.0,"[[], [0], [1], []]",True
1526,مدیرعامل شرکت واحد اتوبوسرانی,مدیرعامل شرکط داحد اتوبوسرانی,2.0,2.0,1.0,"[[], [0], [0], []]",True
1527,مدیرعامل شرکت واحد اتوبوسرانی,مدیرعامل شرکت یژد اتوبوسرانی,3.0,1.0,0.0,"[[], [], [0, 1, 0], []]",True
1528,مدیرعامل شرکت واحد اتوبوسرانی,مدیرعامل شرکت دوتح اتوبوسرانی,3.0,1.0,1.0,"[[], [], [2, 0, 1], []]",True
1529,مدیرعامل شرکت واحد اتوبوسرانی,مدیرظامل وشرک واحد اتوبوسرانی,3.0,2.0,0.0,"[[0], [2, 1], [], []]",True
1530,مدیرعامل شرکت واحد اتوبوسرانی,مدیرعامل رکت واحد لوبوسرانی,3.0,2.0,1.0,"[[], [1], [], [0, 1]]",True
1531,فرمانده کل ارتش جمهوری,فرمانده ل ارتش جمهوری,1.0,1.0,0.0,"[[], [1], [], []]",False
1532,فرمانده کل ارتش جمهوری,فرمانده کل اتش جمهوری,1.0,1.0,1.0,"[[], [], [1], []]",False
1533,فرمانده کل ارتش جمهوری,رماند کل ارتش جمهوری,2.0,1.0,0.0,"[[1, 1], [], [], []]",True
1534,فرمانده کل ارتش جمهوری,فرمانده کل ارتش چمهدری,2.0,1.0,1.0,"[[], [], [], [0, 0]]",True
1535,فرمانده کل ارتش جمهوری,فرمانه کل ارتش جمههری,2.0,2.0,0.0,"[[1], [], [], [0]]",True
1536,فرمانده کل ارتش جمهوری,فرمنده کل ارتش جموری,2.0,2.0,1.0,"[[1], [], [], [1]]",True
1537,فرمانده کل ارتش جمهوری,فرمانده کل ارتش ضجغهور,3.0,1.0,0.0,"[[], [], [], [2, 0, 1]]",True
1538,فرمانده کل ارتش جمهوری,فزرمانیدخ کل ارتش جمهوری,3.0,1.0,1.0,"[[2, 2, 0], [], [], []]",True
1539,فرمانده کل ارتش جمهوری,گفرانده کذل ارتش جمهوری,3.0,2.0,0.0,"[[2, 1], [2], [], []]",True
1540,فرمانده کل ارتش جمهوری,فرماندعه کل ازرنش جمهوری,3.0,2.0,1.0,"[[2], [], [2, 0], []]",True
1541,اسلام ناب محمدی ص,اسلام ناب محمدی ذص,1.0,1.0,0.0,"[[], [], [], [2]]",True
1542,اسلام ناب محمدی ص,ایلام ناب محمدی ص,1.0,1.0,1.0,"[[0], [], [], []]",False
1543,اسلام ناب محمدی ص,اسلام عنارب محمدی ص,2.0,1.0,0.0,"[[], [2, 2], [], []]",True
1544,اسلام ناب محمدی ص,اسلام نل محمدی ص,2.0,1.0,1.0,"[[], [1, 0], [], []]",False
1545,اسلام ناب محمدی ص,اسلام نب محمدی آ,2.0,2.0,0.0,"[[], [1], [], [0]]",True
1546,اسلام ناب محمدی ص,اسلام نالب محمدسی ص,2.0,2.0,1.0,"[[], [2], [2], []]",True
1547,اسلام ناب محمدی ص,چلا ناب محمدی ص,3.0,1.0,0.0,"[[0, 1, 1], [], [], []]",True
1548,اسلام ناب محمدی ص,سباک ناب محمدی ص,3.0,1.0,1.0,"[[1, 0, 0], [], [], []]",True
1549,اسلام ناب محمدی ص,اسلام ناخب گحمدهی ص,3.0,2.0,0.0,"[[], [2], [0, 2], []]",True
1550,یکی دو روز آینده,یکی دو وز آینده,1.0,1.0,0.0,"[[], [], [1], []]",False
1551,یکی دو روز آینده,یکی دو روز ینده,1.0,1.0,1.0,"[[], [], [], [1]]",True
1552,یکی دو روز آینده,یکی دو روز آیفه,2.0,1.0,0.0,"[[], [], [], [1, 0]]",True
1553,یکی دو روز آینده,یس دو روز آینده,2.0,1.0,1.0,"[[1, 0], [], [], []]",False
1554,یکی دو روز آینده,یکژ دو روز آیندا,2.0,2.0,0.0,"[[0], [], [], [0]]",True
1555,یکی دو روز آینده,یکسی دو روز تآینده,2.0,2.0,1.0,"[[2], [], [], [2]]",True
1556,یکی دو روز آینده,یکی دو روز آیژنضن,3.0,1.0,0.0,"[[], [], [], [2, 0, 0]]",True
1557,یکی دو روز آینده,یکی دو ذدو آینده,3.0,1.0,1.0,"[[], [], [0, 2, 1], []]",True
1558,یکی دو روز آینده,یکی دزو کز آینده,3.0,2.0,0.0,"[[], [2], [0, 1], []]",True
1559,یکی دو روز آینده,یگب دو روز آنده,3.0,2.0,1.0,"[[0, 0], [], [], [1]]",True
1560,ماده قانون مدیریت خدمات,ماده قانون مدیریت دمات,1.0,1.0,0.0,"[[], [], [], [1]]",True
1561,ماده قانون مدیریت خدمات,ماده قانون نمدیریت خدمات,1.0,1.0,1.0,"[[], [], [2], []]",True
1562,ماده قانون مدیریت خدمات,ماده قانون مدیقی خدمات,2.0,1.0,0.0,"[[], [], [0, 1], []]",True
1563,ماده قانون مدیریت خدمات,ماده قندن مدیریت خدمات,2.0,1.0,1.0,"[[], [1, 0], [], []]",True
1564,ماده قانون مدیریت خدمات,ماده قانو مدیرایت خدمات,2.0,2.0,0.0,"[[], [1], [2], []]",True
1565,ماده قانون مدیریت خدمات,ناده قامنون مدیریت خدمات,2.0,2.0,1.0,"[[0], [2], [], []]",True
1566,ماده قانون مدیریت خدمات,ماده قانون مدیریت خهدمچزت,3.0,1.0,0.0,"[[], [], [], [2, 0, 2]]",True
1567,ماده قانون مدیریت خدمات,کدحه قانون مدیریت خدمات,3.0,1.0,1.0,"[[0, 1, 2], [], [], []]",True
1568,ماده قانون مدیریت خدمات,ماه قیاون مدیریت خدمات,3.0,2.0,0.0,"[[1], [2, 1], [], []]",True
1569,ماده قانون مدیریت خدمات,ماده قانون مدیری خما,3.0,2.0,1.0,"[[], [], [1], [1, 1]]",True
1570,البرز آذربایجان غربی مرکزی,البرز آذرپبایجان غربی مرکزی,1.0,1.0,0.0,"[[], [2], [], []]",True
1571,البرز آذربایجان غربی مرکزی,البرز آذربایجان غربی مزرکزی,1.0,1.0,1.0,"[[], [], [], [2]]",True
1572,البرز آذربایجان غربی مرکزی,البرز آذربایجان غربی شکزی,2.0,1.0,0.0,"[[], [], [], [1, 0]]",True
1573,البرز آذربایجان غربی مرکزی,البرز آذربتابجان غربی مرکزی,2.0,1.0,1.0,"[[], [2, 0], [], []]",True
1574,البرز آذربایجان غربی مرکزی,البرز آذربپایجان غرحی مرکزی,2.0,2.0,0.0,"[[], [2], [0], []]",True
1575,البرز آذربایجان غربی مرکزی,البرز آذذربایجان غربی مرکزب,2.0,2.0,1.0,"[[], [2], [], [0]]",True
1576,البرز آذربایجان غربی مرکزی,طالگثز آذربایجان غربی مرکزی,3.0,1.0,0.0,"[[2, 0, 0], [], [], []]",True
1577,البرز آذربایجان غربی مرکزی,البرز تذرباجات غربی مرکزی,3.0,1.0,1.0,"[[], [0, 1, 0], [], []]",True
1578,البرز آذربایجان غربی مرکزی,البرز آذربایجان غربری مکزت,3.0,2.0,0.0,"[[], [], [2], [1, 0]]",True
1579,البرز آذربایجان غربی مرکزی,الیبر آذربایحان غربی مرکزی,3.0,2.0,1.0,"[[2, 1], [0], [], []]",True
1580,رییس دانشگاه علوم پزشکی,رییس دانشگاه علوم پزکی,1.0,1.0,0.0,"[[], [], [], [1]]",True
1581,رییس دانشگاه علوم پزشکی,رییس دامشگاه علوم پزشکی,1.0,1.0,1.0,"[[], [0], [], []]",True
1582,رییس دانشگاه علوم پزشکی,رییس داگنخگاه علوم پزشکی,2.0,1.0,0.0,"[[], [2, 0], [], []]",True
1583,رییس دانشگاه علوم پزشکی,رییس دانشگاه علوم بزشک,2.0,1.0,1.0,"[[], [], [], [0, 1]]",True
1584,رییس دانشگاه علوم پزشکی,رییس دپنشگاه علوم پقشکی,2.0,2.0,0.0,"[[], [0], [], [0]]",True
1585,رییس دانشگاه علوم پزشکی,رییس دامنشگاه علوم پرشکی,2.0,2.0,1.0,"[[], [2], [], [0]]",True
1586,رییس دانشگاه علوم پزشکی,رییس دانشگاه اعوی پزشکی,3.0,1.0,0.0,"[[], [], [2, 1, 0], []]",True
1587,رییس دانشگاه علوم پزشکی,رییس انشگتاح علوم پزشکی,3.0,1.0,1.0,"[[], [1, 2, 0], [], []]",True
1588,رییس دانشگاه علوم پزشکی,رییس دانشگاه عحلوم قصشکی,3.0,2.0,0.0,"[[], [], [2], [0, 0]]",True
1589,رییس دانشگاه علوم پزشکی,رییس دانشگاه هلوم پزش,3.0,2.0,1.0,"[[], [], [0], [1, 1]]",True
1590,حرم حضرت معصومه س,حورم حضرت معصومه س,1.0,1.0,0.0,"[[2], [], [], []]",True
1591,حرم حضرت معصومه س,حرم حضرت معصمه س,1.0,1.0,1.0,"[[], [], [1], []]",True
1592,حرم حضرت معصومه س,حصر حضرت معصومه س,2.0,1.0,0.0,"[[2, 1], [], [], []]",False
1593,حرم حضرت معصومه س,حرم حظرآت معصومه س,2.0,1.0,1.0,"[[], [0, 2], [], []]",True
1594,حرم حضرت معصومه س,حرم حضت معصومه گس,2.0,2.0,0.0,"[[], [1], [], [2]]",True
1595,حرم حضرت معصومه س,خحرم ضرت معصومه س,2.0,2.0,1.0,"[[2], [1], [], []]",True
1596,حرم حضرت معصومه س,حرم حضرت معاصسمو س,3.0,1.0,0.0,"[[], [], [2, 0, 0], []]",True
1597,حرم حضرت معصومه س,حرم حضرت معده س,3.0,1.0,1.0,"[[], [], [1, 0, 1], []]",False
1598,حرم حضرت معصومه س,حرم حضرت معزصوم ط,3.0,2.0,0.0,"[[], [], [2, 1], [0]]",True
1599,حرم حضرت معصومه س,حرم هضزت معصومه ی,3.0,2.0,1.0,"[[], [0, 0], [], [0]]",True
1600,شورای امنیت ملی آمریکا,شورای امنیت بلی آمریکا,1.0,1.0,0.0,"[[], [], [0], []]",False
1601,شورای امنیت ملی آمریکا,شورای امنیت ملی آمریمکا,1.0,1.0,1.0,"[[], [], [], [2]]",True
1602,شورای امنیت ملی آمریکا,شورای امنیت ملی آمکیطکا,2.0,1.0,0.0,"[[], [], [], [0, 2]]",True
1603,شورای امنیت ملی آمریکا,شورتبی امنیت ملی آمریکا,2.0,1.0,1.0,"[[0, 2], [], [], []]",True
1604,شورای امنیت ملی آمریکا,شورای امنت ملی عمریکا,2.0,2.0,0.0,"[[], [1], [], [0]]",True
1605,شورای امنیت ملی آمریکا,شورای امنیت می تمریکا,2.0,2.0,1.0,"[[], [], [1], [0]]",True
1606,شورای امنیت ملی آمریکا,شورای قازمپنیت ملی آمریکا,3.0,1.0,0.0,"[[], [2, 2, 2], [], []]",True
1607,شورای امنیت ملی آمریکا,شورای امنیت ملی آنربیگا,3.0,1.0,1.0,"[[], [], [], [0, 2, 0]]",True
1608,شورای امنیت ملی آمریکا,شورای امیت ملی آمرکثا,3.0,2.0,0.0,"[[], [1], [], [1, 2]]",True
1609,شورای امنیت ملی آمریکا,شورای انسیت ملی لمریکا,3.0,2.0,1.0,"[[], [1, 2], [], [0]]",True
1610,سال گذشته درصد کاهش,سال گذشته درصد کاه,1.0,1.0,0.0,"[[], [], [], [1]]",False
1611,سال گذشته درصد کاهش,سال گذشته درصد کاهس,1.0,1.0,1.0,"[[], [], [], [0]]",True
1612,سال گذشته درصد کاهش,سبا گذشته درصد کاهش,2.0,1.0,0.0,"[[2, 1], [], [], []]",False
1613,سال گذشته درصد کاهش,سال گذشته دصذ کاهش,2.0,1.0,1.0,"[[], [], [1, 0], []]",True
1614,سال گذشته درصد کاهش,ساح گذشته درصد کاثهش,2.0,2.0,0.0,"[[0], [], [], [2]]",True
1615,سال گذشته درصد کاهش,یسال گضذشته درصد کاهش,2.0,2.0,1.0,"[[2], [2], [], []]",True
1616,سال گذشته درصد کاهش,سال گذشته درصد چطاهه,3.0,1.0,0.0,"[[], [], [], [0, 2, 0]]",True
1617,سال گذشته درصد کاهش, گذشته درصد کاهش,3.0,1.0,1.0,"[[1, 1, 1], [], [], []]",False
1618,سال گذشته درصد کاهش,سال غگذشتله درصد کاه,3.0,2.0,0.0,"[[], [2, 2], [], [1]]",True
1619,سال گذشته درصد کاهش,سال گذشته دصذ کاه,3.0,2.0,1.0,"[[], [], [1, 0], [1]]",True
1620,اردبیل خوزستان کرمانشاه کهگیلویه,اردبیل خوزستان کرمانشاه کهگلویه,1.0,1.0,0.0,"[[], [], [], [1]]",True
1621,اردبیل خوزستان کرمانشاه کهگیلویه,اردبیل خوزستان کرمانشاح کهگیلویه,1.0,1.0,1.0,"[[], [], [0], []]",True
1622,اردبیل خوزستان کرمانشاه کهگیلویه,اردبیل جوزسغان کرمانشاه کهگیلویه,2.0,1.0,0.0,"[[], [0, 0], [], []]",True
1623,اردبیل خوزستان کرمانشاه کهگیلویه,اردبیل خوزستان کرانشلاه کهگیلویه,2.0,1.0,1.0,"[[], [], [1, 2], []]",True
1624,اردبیل خوزستان کرمانشاه کهگیلویه,اردبعل خوزستان کرمانشاه کهگیقلویه,2.0,2.0,0.0,"[[0], [], [], [2]]",True
1625,اردبیل خوزستان کرمانشاه کهگیلویه,اردبیل خوزستان کمانشاه کهگلویه,2.0,2.0,1.0,"[[], [], [1], [1]]",True
1626,اردبیل خوزستان کرمانشاه کهگیلویه,اردبیل خوزستان وکرماکنشات کهگیلویه,3.0,1.0,0.0,"[[], [], [2, 2, 0], []]",True
1627,اردبیل خوزستان کرمانشاه کهگیلویه,اردبیل خوزستان کرمانشاه کخگیآلدویه,3.0,1.0,1.0,"[[], [], [], [0, 2, 2]]",True
1628,اردبیل خوزستان کرمانشاه کهگیلویه,اردژبیل خوزستان کرمانشاه صکهگیلقیه,3.0,2.0,0.0,"[[2], [], [], [2, 0]]",True
1629,اردبیل خوزستان کرمانشاه کهگیلویه,اریبیل خوزستان کرماشلاه کهگیلویه,3.0,2.0,1.0,"[[0], [], [1, 2], []]",True
1630,شهید سپهبد قاسم سلیمانی,شپهید سپهبد قاسم سلیمانی,1.0,1.0,0.0,"[[2], [], [], []]",True
1631,شهید سپهبد قاسم سلیمانی,سهید سپهبد قاسم سلیمانی,1.0,1.0,1.0,"[[0], [], [], []]",True
1632,شهید سپهبد قاسم سلیمانی,شهید سپهبد پقناسم سلیمانی,2.0,1.0,0.0,"[[], [], [2, 2], []]",True
1633,شهید سپهبد قاسم سلیمانی,شهید شسپعبد قاسم سلیمانی,2.0,1.0,1.0,"[[], [2, 0], [], []]",True
1634,شهید سپهبد قاسم سلیمانی,شید سپهکد قاسم سلیمانی,2.0,2.0,0.0,"[[1], [0], [], []]",True
1635,شهید سپهبد قاسم سلیمانی,شهید پهبد قاسم سلیمای,2.0,2.0,1.0,"[[], [1], [], [1]]",True
1636,شهید سپهبد قاسم سلیمانی,شطههتد سپهبد قاسم سلیمانی,3.0,1.0,0.0,"[[2, 0, 2], [], [], []]",True
1637,شهید سپهبد قاسم سلیمانی,سشخبید سپهبد قاسم سلیمانی,3.0,1.0,1.0,"[[2, 0, 2], [], [], []]",True
1638,شهید سپهبد قاسم سلیمانی,شهید سپهبد قکسم جلحمانی,3.0,2.0,0.0,"[[], [], [0], [0, 0]]",True
1639,شهید سپهبد قاسم سلیمانی,سهد شپهبد قاسم سلیمانی,3.0,2.0,1.0,"[[0, 1], [0], [], []]",True
1640,ستاد ملی مدیریت بیماری,ستاد ملی مدیریت بیمژری,1.0,1.0,0.0,"[[], [], [], [0]]",True
1641,ستاد ملی مدیریت بیماری,ستتاد ملی مدیریت بیماری,1.0,1.0,1.0,"[[2], [], [], []]",True
1642,ستاد ملی مدیریت بیماری,ستاد ملی مدیریت بصیماوری,2.0,1.0,0.0,"[[], [], [], [2, 2]]",True
1643,ستاد ملی مدیریت بیماری,ستاد ملی میرت بیماری,2.0,1.0,1.0,"[[], [], [1, 1], []]",True
1644,ستاد ملی مدیریت بیماری,ستاد ملی مدیظیت بیماطری,2.0,2.0,0.0,"[[], [], [0], [2]]",True
1645,ستاد ملی مدیریت بیماری,ستتاد ملی مدیربیت بیماری,2.0,2.0,1.0,"[[2], [], [2], []]",True
1646,ستاد ملی مدیریت بیماری,ستاد ملی مدیریت بیپر,3.0,1.0,0.0,"[[], [], [], [0, 1, 1]]",True
1647,ستاد ملی مدیریت بیماری,ستاد ملی کیربیت بیماری,3.0,1.0,1.0,"[[], [], [0, 1, 2], []]",True
1648,ستاد ملی مدیریت بیماری,ستاص گضلی مدیریت بیماری,3.0,2.0,0.0,"[[0], [0, 2], [], []]",True
1649,ستاد ملی مدیریت بیماری,ستاد ملبی مدیریت بیمرس,3.0,2.0,1.0,"[[], [2], [], [1, 0]]",True
1650,معاون دیپلماسی اقتصادی وزارت,معاون دیپلماسی اقتصاژدی وزارت,1.0,1.0,0.0,"[[], [], [2], []]",True
1651,معاون دیپلماسی اقتصادی وزارت,معاون دیپلماسی اقتصاذدی وزارت,1.0,1.0,1.0,"[[], [], [2], []]",True
1652,معاون دیپلماسی اقتصادی وزارت,معاون ضدیژپلماسی اقتصادی وزارت,2.0,1.0,0.0,"[[], [2, 2], [], []]",True
1653,معاون دیپلماسی اقتصادی وزارت,معاون دیپلماسی اقتثصاد وزارت,2.0,1.0,1.0,"[[], [], [2, 1], []]",True
1654,معاون دیپلماسی اقتصادی وزارت,معاون دحیپلماسی اقتصادی کزارت,2.0,2.0,0.0,"[[], [2], [], [0]]",True
1655,معاون دیپلماسی اقتصادی وزارت,معاون دیپلماسی اقتصایدی دوزارت,2.0,2.0,1.0,"[[], [], [2], [2]]",True
1656,معاون دیپلماسی اقتصادی وزارت,ضشاو دیپلماسی اقتصادی وزارت,3.0,1.0,0.0,"[[0, 0, 1], [], [], []]",True
1657,معاون دیپلماسی اقتصادی وزارت,معاون دیپلماسی قتصتاذی وزارت,3.0,1.0,1.0,"[[], [], [1, 2, 0], []]",True
1658,معاون دیپلماسی اقتصادی وزارت,مان دیلماسی اقتصادی وزارت,3.0,2.0,0.0,"[[1, 1], [1], [], []]",True
1659,معاون دیپلماسی اقتصادی وزارت,معاون دیپلماسی قتصادس وضارت,3.0,2.0,1.0,"[[], [], [1, 0], [0]]",True
1660,فناوری اطلاعات وزارت بهداشت,فناوری شاطلاعات وزارت بهداشت,1.0,1.0,0.0,"[[], [2], [], []]",True
1661,فناوری اطلاعات وزارت بهداشت,فنتاوری اطلاعات وزارت بهداشت,1.0,1.0,1.0,"[[2], [], [], []]",True
1662,فناوری اطلاعات وزارت بهداشت,ناسری اطلاعات وزارت بهداشت,2.0,1.0,0.0,"[[1, 0], [], [], []]",True
1663,فناوری اطلاعات وزارت بهداشت,فناوری اطلاعات وضزارط بهداشت,2.0,1.0,1.0,"[[], [], [2, 0], []]",True
1664,فناوری اطلاعات وزارت بهداشت,فناوری اطهاعات وثارت بهداشت,2.0,2.0,0.0,"[[], [0], [0], []]",True
1665,فناوری اطلاعات وزارت بهداشت,فناوری اطلاعات زارت یهداشت,2.0,2.0,1.0,"[[], [], [1], [0]]",True
1666,فناوری اطلاعات وزارت بهداشت,فناوری اطعاعثز وزارت بهداشت,3.0,1.0,0.0,"[[], [0, 0, 0], [], []]",True
1667,فناوری اطلاعات وزارت بهداشت,فناوری اطلاعات وزارت بحهداسشنت,3.0,1.0,1.0,"[[], [], [], [2, 2, 2]]",True
1668,فناوری اطلاعات وزارت بهداشت,فناول اطلاعات هزارت بهداشت,3.0,2.0,0.0,"[[1, 0], [], [0], []]",True
1669,فناوری اطلاعات وزارت بهداشت,فناوری اطلتعات وزارت بهلشت,3.0,2.0,1.0,"[[], [0], [], [1, 0]]",True
1670,شبکه تلویزیون رژیم صهیونیستی,شبکه تلویزیون ژیم صهیونیستی,1.0,1.0,0.0,"[[], [], [1], []]",True
1671,شبکه تلویزیون رژیم صهیونیستی,شبکه تلویزیون رژیم صهیونیتی,1.0,1.0,1.0,"[[], [], [], [1]]",True
1672,شبکه تلویزیون رژیم صهیونیستی,شخببکه تلویزیون رژیم صهیونیستی,2.0,1.0,0.0,"[[2, 2], [], [], []]",True
1673,شبکه تلویزیون رژیم صهیونیستی,شبکه تلویزیون رژیم صعیونبیستی,2.0,1.0,1.0,"[[], [], [], [0, 2]]",True
1674,شبکه تلویزیون رژیم صهیونیستی,شبکه تلیزیون رژیم هیونیستی,2.0,2.0,0.0,"[[], [1], [], [1]]",True
1675,شبکه تلویزیون رژیم صهیونیستی,شبک تلویزیون رژیم صهیونیسآتی,2.0,2.0,1.0,"[[1], [], [], [2]]",True
1676,شبکه تلویزیون رژیم صهیونیستی,شبکه تلویزیون راژشزم صهیونیستی,3.0,1.0,0.0,"[[], [], [2, 0, 2], []]",True
1677,شبکه تلویزیون رژیم صهیونیستی,شبکه تلویزیون ژبک صهیونیستی,3.0,1.0,1.0,"[[], [], [1, 0, 0], []]",True
1678,شبکه تلویزیون رژیم صهیونیستی,شبکه تشخیزیون رکیم صهیونیستی,3.0,2.0,0.0,"[[], [0, 0], [0], []]",True
1679,شبکه تلویزیون رژیم صهیونیستی,شبگه تلدوبزیون رژیم صهیونیستی,3.0,2.0,1.0,"[[0], [2, 0], [], []]",True
1680,زمینی ارتش جمهوری اسلامی,زمینی ارتش جمهوری اسلامژ,1.0,1.0,0.0,"[[], [], [], [0]]",True
1681,زمینی ارتش جمهوری اسلامی,زمیتنی ارتش جمهوری اسلامی,1.0,1.0,1.0,"[[2], [], [], []]",True
1682,زمینی ارتش جمهوری اسلامی,زمینی ارتش جمهوری هالامی,2.0,1.0,0.0,"[[], [], [], [2, 1]]",True
1683,زمینی ارتش جمهوری اسلامی,زمینی ارتش جکمهوی اسلامی,2.0,1.0,1.0,"[[], [], [2, 1], []]",True
1684,زمینی ارتش جمهوری اسلامی,زمینی رتش جمهوری اسلای,2.0,2.0,0.0,"[[], [1], [], [1]]",True
1685,زمینی ارتش جمهوری اسلامی,زمینی ارتش چمهوری اسبامی,2.0,2.0,1.0,"[[], [], [0], [0]]",True
1686,زمینی ارتش جمهوری اسلامی,زمینی کاشرتیش جمهوری اسلامی,3.0,1.0,0.0,"[[], [2, 2, 2], [], []]",True
